orgpermid,year,cusip,isin,sedol,ticker,siccode,naicscode,comname,fieldid,fieldname,value,valuescore
4295905537,2012,31162100,US0311621009,2023607,AMGN,2836,,AMGEN INC.,2,ESGCombinedScore,B-,0.502827578
4295905537,2013,31162100,US0311621009,2023607,AMGN,2836,,AMGEN INC.,2,ESGCombinedScore,C+,0.482224735
4295905537,2014,31162100,US0311621009,2023607,AMGN,2836,,AMGEN INC.,2,ESGCombinedScore,B,0.648983553
4295905537,2015,31162100,US0311621009,2023607,AMGN,2836,,AMGEN INC.,2,ESGCombinedScore,B+,0.687868635
4295905537,2016,31162100,US0311621009,2023607,AMGN,2836,,AMGEN INC.,2,ESGCombinedScore,B+,0.668580545
4295905537,2017,31162100,US0311621009,2023607,AMGN,2836,,AMGEN INC.,2,ESGCombinedScore,A-,0.778438666
4295905537,2018,31162100,US0311621009,2023607,AMGN,2836,,AMGEN INC.,2,ESGCombinedScore,B+,0.705479217
4295905537,2019,31162100,US0311621009,2023607,AMGN,2836,,AMGEN INC.,2,ESGCombinedScore,C+,0.451683949
4295905537,2020,31162100,US0311621009,2023607,AMGN,2836,,AMGEN INC.,2,ESGCombinedScore,A-,0.796588849
4295905537,2021,31162100,US0311621009,2023607,AMGN,2836,,AMGEN INC.,2,ESGCombinedScore,A-,0.803318399
4295905537,2022,31162100,US0311621009,2023607,AMGN,2836,,AMGEN INC.,2,ESGCombinedScore,A-,0.76634269
4295905537,2023,31162100,US0311621009,2023607,AMGN,2836,,AMGEN INC.,2,ESGCombinedScore,C,0.411441324
4295905537,2024,31162100,US0311621009,2023607,AMGN,2836,,AMGEN INC.,2,ESGCombinedScore,B,0.604761939
4295856596,2010,,AU000000AMP6,6709958,AMP,,,AMP LIMITED,2,ESGCombinedScore,B+,0.722430871
4295856596,2011,,AU000000AMP6,6709958,AMP,,,AMP LIMITED,2,ESGCombinedScore,B+,0.693495367
4295856596,2012,,AU000000AMP6,6709958,AMP,,,AMP LIMITED,2,ESGCombinedScore,B,0.653316989
4295856596,2013,,AU000000AMP6,6709958,AMP,,,AMP LIMITED,2,ESGCombinedScore,B+,0.721623229
4295856596,2014,,AU000000AMP6,6709958,AMP,,,AMP LIMITED,2,ESGCombinedScore,B+,0.728103213
4295856596,2015,,AU000000AMP6,6709958,AMP,,,AMP LIMITED,2,ESGCombinedScore,B,0.643550233
4295856596,2016,,AU000000AMP6,6709958,AMP,,,AMP LIMITED,2,ESGCombinedScore,B+,0.702122383
4295856596,2017,,AU000000AMP6,6709958,AMP,,,AMP LIMITED,2,ESGCombinedScore,A-,0.769557812
4295856596,2018,,AU000000AMP6,6709958,AMP,,,AMP LIMITED,2,ESGCombinedScore,C,0.404190366
4295856596,2019,,AU000000AMP6,6709958,AMP,,,AMP LIMITED,2,ESGCombinedScore,C,0.410357008
4295856596,2020,,AU000000AMP6,6709958,AMP,,,AMP LIMITED,2,ESGCombinedScore,C,0.386165378
4295856596,2021,,AU000000AMP6,6709958,AMP,,,AMP LIMITED,2,ESGCombinedScore,C+,0.464400368
4295856596,2022,,AU000000AMP6,6709958,AMP,,,AMP LIMITED,2,ESGCombinedScore,B+,0.719563012
4295856596,2023,,AU000000AMP6,6709958,AMP,,,AMP LIMITED,2,ESGCombinedScore,B,0.654743942
4295856596,2024,,AU000000AMP6,6709958,AMP,,,AMP LIMITED,2,ESGCombinedScore,A,0.876067501
4295875484,2017,,IT0004056880,B14NJ71,AMP,,,AMPLIFON S.P.A.,2,ESGCombinedScore,C-,0.331487398
4295875484,2018,,IT0004056880,B14NJ71,AMP,,,AMPLIFON S.P.A.,2,ESGCombinedScore,C,0.367912308
4295875484,2019,,IT0004056880,B14NJ71,AMP,,,AMPLIFON S.P.A.,2,ESGCombinedScore,B-,0.516018713
4295875484,2020,,IT0004056880,B14NJ71,AMP,,,AMPLIFON S.P.A.,2,ESGCombinedScore,B,0.588116737
4295875484,2021,,IT0004056880,B14NJ71,AMP,,,AMPLIFON S.P.A.,2,ESGCombinedScore,B+,0.697050303
4295875484,2022,,IT0004056880,B14NJ71,AMP,,,AMPLIFON S.P.A.,2,ESGCombinedScore,B+,0.69091807
4295875484,2023,,IT0004056880,B14NJ71,AMP,,,AMPLIFON S.P.A.,2,ESGCombinedScore,B+,0.672330151
4295875484,2024,,IT0004056880,B14NJ71,AMP,,,AMPLIFON S.P.A.,2,ESGCombinedScore,B-,0.521099928
4295899980,2010,03076C106,US03076C1062,B0J7D57,AMP,6282,,"AMERIPRISE FINANCIAL, INC.",2,ESGCombinedScore,C+,0.425705031
4295899980,2011,03076C106,US03076C1062,B0J7D57,AMP,6282,,"AMERIPRISE FINANCIAL, INC.",2,ESGCombinedScore,C,0.347660835
4295899980,2012,03076C106,US03076C1062,B0J7D57,AMP,6282,,"AMERIPRISE FINANCIAL, INC.",2,ESGCombinedScore,C+,0.463699893
4295899980,2013,03076C106,US03076C1062,B0J7D57,AMP,6282,,"AMERIPRISE FINANCIAL, INC.",2,ESGCombinedScore,C+,0.451699253
4295899980,2014,03076C106,US03076C1062,B0J7D57,AMP,6282,,"AMERIPRISE FINANCIAL, INC.",2,ESGCombinedScore,B,0.620373085
4295899980,2015,03076C106,US03076C1062,B0J7D57,AMP,6282,,"AMERIPRISE FINANCIAL, INC.",2,ESGCombinedScore,B,0.618074097
4295899980,2016,03076C106,US03076C1062,B0J7D57,AMP,6282,,"AMERIPRISE FINANCIAL, INC.",2,ESGCombinedScore,B+,0.670041979
4295899980,2017,03076C106,US03076C1062,B0J7D57,AMP,6282,,"AMERIPRISE FINANCIAL, INC.",2,ESGCombinedScore,B,0.655889119
4295899980,2018,03076C106,US03076C1062,B0J7D57,AMP,6282,,"AMERIPRISE FINANCIAL, INC.",2,ESGCombinedScore,B+,0.698787534
4295899980,2019,03076C106,US03076C1062,B0J7D57,AMP,6282,,"AMERIPRISE FINANCIAL, INC.",2,ESGCombinedScore,B+,0.677475818
4295899980,2020,03076C106,US03076C1062,B0J7D57,AMP,6282,,"AMERIPRISE FINANCIAL, INC.",2,ESGCombinedScore,A-,0.788058018
4295899980,2021,03076C106,US03076C1062,B0J7D57,AMP,6282,,"AMERIPRISE FINANCIAL, INC.",2,ESGCombinedScore,A-,0.788310765
4295899980,2022,03076C106,US03076C1062,B0J7D57,AMP,6282,,"AMERIPRISE FINANCIAL, INC.",2,ESGCombinedScore,A-,0.794930062
4295899980,2023,03076C106,US03076C1062,B0J7D57,AMP,6282,,"AMERIPRISE FINANCIAL, INC.",2,ESGCombinedScore,A-,0.768247819
4295899980,2024,03076C106,US03076C1062,B0J7D57,AMP,6282,,"AMERIPRISE FINANCIAL, INC.",2,ESGCombinedScore,B-,0.531959279
4295903388,2010,29912201,US0299122012,2253608,AMT,6798,,AMERICAN TOWER CORPORATION,2,ESGCombinedScore,C+,0.430267732
4295903388,2011,29912201,US0299122012,2253608,AMT,6798,,AMERICAN TOWER CORPORATION,2,ESGCombinedScore,B-,0.542343246
4295903388,2012,03027X100,US03027X1000,B7FBFL2,AMT,6798,,AMERICAN TOWER CORPORATION,2,ESGCombinedScore,C+,0.461087071
4295903388,2013,03027X100,US03027X1000,B7FBFL2,AMT,6798,,AMERICAN TOWER CORPORATION,2,ESGCombinedScore,C+,0.4418143
4295903388,2014,03027X100,US03027X1000,B7FBFL2,AMT,6798,,AMERICAN TOWER CORPORATION,2,ESGCombinedScore,C+,0.421676362
4295903388,2015,03027X100,US03027X1000,B7FBFL2,AMT,6798,,AMERICAN TOWER CORPORATION,2,ESGCombinedScore,B-,0.573676735
4295903388,2016,03027X100,US03027X1000,B7FBFL2,AMT,6798,,AMERICAN TOWER CORPORATION,2,ESGCombinedScore,B,0.58883001
4295903388,2017,03027X100,US03027X1000,B7FBFL2,AMT,6798,,AMERICAN TOWER CORPORATION,2,ESGCombinedScore,B,0.61019449
4295903388,2018,03027X100,US03027X1000,B7FBFL2,AMT,6798,,AMERICAN TOWER CORPORATION,2,ESGCombinedScore,B+,0.731917139
4295903388,2019,03027X100,US03027X1000,B7FBFL2,AMT,6798,,AMERICAN TOWER CORPORATION,2,ESGCombinedScore,B+,0.711391513
4295903388,2020,03027X100,US03027X1000,B7FBFL2,AMT,6798,,AMERICAN TOWER CORPORATION,2,ESGCombinedScore,B+,0.675530451
4295903388,2021,03027X100,US03027X1000,B7FBFL2,AMT,6798,,AMERICAN TOWER CORPORATION,2,ESGCombinedScore,A-,0.802425494
4295903388,2022,03027X100,US03027X1000,B7FBFL2,AMT,6798,,AMERICAN TOWER CORPORATION,2,ESGCombinedScore,A,0.848564018
4295903388,2023,03027X100,US03027X1000,B7FBFL2,AMT,6798,,AMERICAN TOWER CORPORATION,2,ESGCombinedScore,A-,0.809132607
4295903388,2024,03027X100,US03027X1000,B7FBFL2,AMT,6798,,AMERICAN TOWER CORPORATION,2,ESGCombinedScore,A-,0.786258355
4295905494,2010,23135106,US0231351067,2000019,AMZN,5961,,"AMAZON.COM, INC.",2,ESGCombinedScore,C-,0.290078799
4295905494,2011,23135106,US0231351067,2000019,AMZN,5961,,"AMAZON.COM, INC.",2,ESGCombinedScore,C+,0.432045833
4295905494,2012,23135106,US0231351067,2000019,AMZN,5961,,"AMAZON.COM, INC.",2,ESGCombinedScore,C-,0.287861122
4295905494,2013,23135106,US0231351067,2000019,AMZN,5961,,"AMAZON.COM, INC.",2,ESGCombinedScore,C+,0.426227694
4295905494,2014,23135106,US0231351067,2000019,AMZN,5961,,"AMAZON.COM, INC.",2,ESGCombinedScore,C-,0.327182256
4295905494,2015,23135106,US0231351067,2000019,AMZN,5961,,"AMAZON.COM, INC.",2,ESGCombinedScore,C,0.394546025
4295905494,2016,23135106,US0231351067,2000019,AMZN,5961,,"AMAZON.COM, INC.",2,ESGCombinedScore,C,0.362154703
4295905494,2017,23135106,US0231351067,2000019,AMZN,5961,,"AMAZON.COM, INC.",2,ESGCombinedScore,C,0.379152966
4295905494,2018,23135106,US0231351067,2000019,AMZN,5961,,"AMAZON.COM, INC.",2,ESGCombinedScore,C+,0.46985194
4295905494,2019,23135106,US0231351067,2000019,AMZN,5961,,"AMAZON.COM, INC.",2,ESGCombinedScore,C+,0.450217107
4295905494,2020,23135106,US0231351067,2000019,AMZN,5961,,"AMAZON.COM, INC.",2,ESGCombinedScore,C+,0.450460906
4295905494,2021,23135106,US0231351067,2000019,AMZN,5961,,"AMAZON.COM, INC.",2,ESGCombinedScore,C,0.40974206
4295905494,2022,23135106,US0231351067,2000019,AMZN,5961,,"AMAZON.COM, INC.",2,ESGCombinedScore,C,0.411533345
4295905494,2023,23135106,US0231351067,2000019,AMZN,5961,,"AMAZON.COM, INC.",2,ESGCombinedScore,C+,0.42020621
4295905494,2024,23135106,US0231351067,2000019,AMZN,5961,,"AMAZON.COM, INC.",2,ESGCombinedScore,C,0.369115216
5042238586,2015,40413106,US0404131064,BN33VM5,ANET,3576,,"ARISTA NETWORKS, INC.",2,ESGCombinedScore,D+,0.248480761
5042238586,2016,40413106,US0404131064,BN33VM5,ANET,3576,,"ARISTA NETWORKS, INC.",2,ESGCombinedScore,D+,0.196610478
5042238586,2017,40413106,US0404131064,BN33VM5,ANET,3576,,"ARISTA NETWORKS, INC.",2,ESGCombinedScore,C,0.40640392
5042238586,2018,40413106,US0404131064,BN33VM5,ANET,3576,,"ARISTA NETWORKS, INC.",2,ESGCombinedScore,C+,0.435489035
5042238586,2019,40413106,US0404131064,BN33VM5,ANET,3576,,"ARISTA NETWORKS, INC.",2,ESGCombinedScore,B-,0.582206435
5042238586,2020,40413106,US0404131064,BN33VM5,ANET,3576,,"ARISTA NETWORKS, INC.",2,ESGCombinedScore,B,0.612491316
5042238586,2021,40413106,US0404131064,BN33VM5,ANET,3576,,"ARISTA NETWORKS, INC.",2,ESGCombinedScore,B,0.603099985
5042238586,2022,40413106,US0404131064,BN33VM5,ANET,3576,,"ARISTA NETWORKS, INC.",2,ESGCombinedScore,B-,0.575570627
5042238586,2023,40413106,US0404131064,BN33VM5,ANET,3576,,"ARISTA NETWORKS, INC.",2,ESGCombinedScore,C+,0.488123146
5042238586,2024,40413205,US0404132054,BN33VM5,ANET,3576,,"ARISTA NETWORKS, INC.",2,ESGCombinedScore,B-,0.508881632
5073798739,2010,37389103,US0373891037,2212717,AON,6411,,AON PUBLIC LIMITED COMPANY,2,ESGCombinedScore,C+,0.498456537
5073798739,2011,37389103,US0373891037,2212717,AON,6411,,AON PUBLIC LIMITED COMPANY,2,ESGCombinedScore,C-,0.298001109
5073798739,2012,37389103,US0373891037,B5BT0K0,AON,6411,,AON PUBLIC LIMITED COMPANY,2,ESGCombinedScore,B-,0.540725095
5073798739,2013,,GB00B5BT0K07,B5BT0K0,AON,6411,,AON PUBLIC LIMITED COMPANY,2,ESGCombinedScore,B,0.585727559
5073798739,2014,,GB00B5BT0K07,B5BT0K0,AON,6411,,AON PUBLIC LIMITED COMPANY,2,ESGCombinedScore,B-,0.565830744
5073798739,2015,,GB00B5BT0K07,B5BT0K0,AON,6411,,AON PUBLIC LIMITED COMPANY,2,ESGCombinedScore,C+,0.47672022
5073798739,2016,,GB00B5BT0K07,B5BT0K0,AON,6411,,AON PUBLIC LIMITED COMPANY,2,ESGCombinedScore,B-,0.501078275
5073798739,2017,,GB00B5BT0K07,B5BT0K0,AON,6411,,AON PUBLIC LIMITED COMPANY,2,ESGCombinedScore,C+,0.499983154
5073798739,2018,,GB00B5BT0K07,B5BT0K0,AON,6411,,AON PUBLIC LIMITED COMPANY,2,ESGCombinedScore,C+,0.496420748
5073798739,2019,,GB00B5BT0K07,B5BT0K0,AON,6411,,AON PUBLIC LIMITED COMPANY,2,ESGCombinedScore,B,0.626513175
5073798739,2020,,IE00BLP1HW54,BLP1HW5,AON,6411,,AON PUBLIC LIMITED COMPANY,2,ESGCombinedScore,B-,0.57808642
5073798739,2021,,IE00BLP1HW54,BLP1HW5,AON,6411,,AON PUBLIC LIMITED COMPANY,2,ESGCombinedScore,C-,0.333006424
5073798739,2022,,IE00BLP1HW54,BLP1HW5,AON,6411,,AON PUBLIC LIMITED COMPANY,2,ESGCombinedScore,B,0.655664247
5073798739,2023,,IE00BLP1HW54,BLP1HW5,AON,6411,,AON PUBLIC LIMITED COMPANY,2,ESGCombinedScore,B,0.62020211
5073798739,2024,,IE00BLP1HW54,BLP1HW5,AON,6411,,AON PUBLIC LIMITED COMPANY,2,ESGCombinedScore,C+,0.458679552
4295908678,2015,831865209,US8318652091,2816023,AOS,3630,,A. O. SMITH CORPORATION,2,ESGCombinedScore,C-,0.266704161
4295908678,2016,831865209,US8318652091,2816023,AOS,3630,,A. O. SMITH CORPORATION,2,ESGCombinedScore,C,0.393386092
4295908678,2017,831865209,US8318652091,2816023,AOS,3630,,A. O. SMITH CORPORATION,2,ESGCombinedScore,C,0.398208187
4295908678,2018,831865209,US8318652091,2816023,AOS,3630,,A. O. SMITH CORPORATION,2,ESGCombinedScore,C,0.410228573
4295908678,2019,831865209,US8318652091,2816023,AOS,3630,,A. O. SMITH CORPORATION,2,ESGCombinedScore,B-,0.517705713
4295908678,2020,831865209,US8318652091,2816023,AOS,3630,,A. O. SMITH CORPORATION,2,ESGCombinedScore,B-,0.519174455
4295908678,2021,831865209,US8318652091,2816023,AOS,3630,,A. O. SMITH CORPORATION,2,ESGCombinedScore,B-,0.53223232
4295908678,2022,831865209,US8318652091,2816023,AOS,3630,,A. O. SMITH CORPORATION,2,ESGCombinedScore,B-,0.549981371
4295908678,2023,831865209,US8318652091,2816023,AOS,3630,,A. O. SMITH CORPORATION,2,ESGCombinedScore,B-,0.532857435
4295908678,2024,831865209,US8318652091,2816023,AOS,3630,,A. O. SMITH CORPORATION,2,ESGCombinedScore,B-,0.512026839
5050702133,2010,,AU000000APA1,6247306,APA,,,APA Group,2,ESGCombinedScore,C+,0.419120732
5050702133,2011,,AU000000APA1,6247306,APA,,,APA Group,2,ESGCombinedScore,C+,0.464937799
5050702133,2012,,AU000000APA1,6247306,APA,,,APA Group,2,ESGCombinedScore,C+,0.435051458
5050702133,2013,,AU000000APA1,6247306,APA,,,APA Group,2,ESGCombinedScore,C,0.390874821
5050702133,2014,,AU000000APA1,6247306,APA,,,APA Group,2,ESGCombinedScore,C,0.343075109
5050702133,2015,,AU000000APA1,6247306,APA,,,APA Group,2,ESGCombinedScore,C-,0.271041127
5050702133,2016,,AU000000APA1,6247306,APA,,,APA Group,2,ESGCombinedScore,C,0.372535742
5050702133,2017,,AU000000APA1,6247306,APA,,,APA Group,2,ESGCombinedScore,C,0.350372822
5050702133,2018,,AU000000APA1,6247306,APA,,,APA Group,2,ESGCombinedScore,C,0.346949288
5050702133,2019,,AU000000APA1,6247306,APA,,,APA Group,2,ESGCombinedScore,C+,0.434041542
5050702133,2020,,AU000000APA1,6247306,APA,,,APA Group,2,ESGCombinedScore,C,0.40094802
5050702133,2021,,AU000000APA1,6247306,APA,,,APA Group,2,ESGCombinedScore,B-,0.579793481
5050702133,2022,,AU000000APA1,6247306,APA,,,APA Group,2,ESGCombinedScore,C,0.369626457
5050702133,2023,,AU000000APA1,6247306,APA,,,APA Group,2,ESGCombinedScore,B-,0.549389101
5050702133,2024,,AU000000APA1,6247306,APA,,,APA Group,2,ESGCombinedScore,B-,0.565153755
5050702133,2025,,AU000000APA1,6247306,APA,,,APA Group,2,ESGCombinedScore,B+,0.667188294
5080022433,2010,37411105,US0374111054,2043962,APA,1311,,APA CORPORATION,2,ESGCombinedScore,C-,0.258724455
5080022433,2011,37411105,US0374111054,2043962,APA,1311,,APA CORPORATION,2,ESGCombinedScore,C-,0.324797502
5080022433,2012,37411105,US0374111054,2043962,APA,1311,,APA CORPORATION,2,ESGCombinedScore,C,0.350177262
5080022433,2013,37411105,US0374111054,2043962,APA,1311,,APA CORPORATION,2,ESGCombinedScore,C-,0.319454842
5080022433,2014,37411105,US0374111054,2043962,APA,1311,,APA CORPORATION,2,ESGCombinedScore,C,0.372439049
5080022433,2015,37411105,US0374111054,2043962,APA,1311,,APA CORPORATION,2,ESGCombinedScore,C,0.365152886
5080022433,2016,37411105,US0374111054,2043962,APA,1311,,APA CORPORATION,2,ESGCombinedScore,C,0.385808477
5080022433,2017,37411105,US0374111054,2043962,APA,1311,,APA CORPORATION,2,ESGCombinedScore,C+,0.476839682
5080022433,2018,37411105,US0374111054,2043962,APA,1311,,APA CORPORATION,2,ESGCombinedScore,B,0.587328275
5080022433,2019,37411105,US0374111054,2043962,APA,1311,,APA CORPORATION,2,ESGCombinedScore,B,0.587688857
5080022433,2020,37411105,US0374111054,2043962,APA,1311,,APA CORPORATION,2,ESGCombinedScore,B,0.626329243
5080022433,2021,03743Q108,US03743Q1085,BNNF1C1,APA,1311,,APA CORPORATION,2,ESGCombinedScore,C-,0.323358373
5080022433,2022,03743Q108,US03743Q1085,BNNF1C1,APA,1311,,APA CORPORATION,2,ESGCombinedScore,B,0.60070235
5080022433,2023,03743Q108,US03743Q1085,BNNF1C1,APA,1311,,APA CORPORATION,2,ESGCombinedScore,B,0.614718462
5080022433,2024,03743Q108,US03743Q1085,BNNF1C1,APA,1311,,APA CORPORATION,2,ESGCombinedScore,B,0.609078339
4295903294,2010,9158106,US0091581068,2011602,APD,2810,,"AIR PRODUCTS AND CHEMICALS, INC.",2,ESGCombinedScore,B+,0.725222369
4295903294,2011,9158106,US0091581068,2011602,APD,2810,,"AIR PRODUCTS AND CHEMICALS, INC.",2,ESGCombinedScore,A,0.850477286
4295903294,2012,9158106,US0091581068,2011602,APD,2810,,"AIR PRODUCTS AND CHEMICALS, INC.",2,ESGCombinedScore,A,0.844289564
4295903294,2013,9158106,US0091581068,2011602,APD,2810,,"AIR PRODUCTS AND CHEMICALS, INC.",2,ESGCombinedScore,A-,0.755096895
4295903294,2014,9158106,US0091581068,2011602,APD,2810,,"AIR PRODUCTS AND CHEMICALS, INC.",2,ESGCombinedScore,A-,0.787975315
4295903294,2015,9158106,US0091581068,2011602,APD,2810,,"AIR PRODUCTS AND CHEMICALS, INC.",2,ESGCombinedScore,A-,0.793973612
4295903294,2016,9158106,US0091581068,2011602,APD,2810,,"AIR PRODUCTS AND CHEMICALS, INC.",2,ESGCombinedScore,B+,0.731285691
4295903294,2017,9158106,US0091581068,2011602,APD,2810,,"AIR PRODUCTS AND CHEMICALS, INC.",2,ESGCombinedScore,A-,0.774746724
4295903294,2018,9158106,US0091581068,2011602,APD,2810,,"AIR PRODUCTS AND CHEMICALS, INC.",2,ESGCombinedScore,A,0.851161153
4295903294,2019,9158106,US0091581068,2011602,APD,2810,,"AIR PRODUCTS AND CHEMICALS, INC.",2,ESGCombinedScore,A-,0.791817432
4295903294,2020,9158106,US0091581068,2011602,APD,2810,,"AIR PRODUCTS AND CHEMICALS, INC.",2,ESGCombinedScore,A-,0.803035415
4295903294,2021,9158106,US0091581068,2011602,APD,2810,,"AIR PRODUCTS AND CHEMICALS, INC.",2,ESGCombinedScore,A-,0.832591815
4295903294,2022,9158106,US0091581068,2011602,APD,2810,,"AIR PRODUCTS AND CHEMICALS, INC.",2,ESGCombinedScore,A-,0.82226089
4295903294,2023,9158106,US0091581068,2011602,APD,2810,,"AIR PRODUCTS AND CHEMICALS, INC.",2,ESGCombinedScore,A-,0.794771019
4295903294,2024,9158106,US0091581068,2011602,APD,2810,,"AIR PRODUCTS AND CHEMICALS, INC.",2,ESGCombinedScore,B-,0.522020695
4295903294,2025,9158106,US0091581068,2011602,APD,2810,,"AIR PRODUCTS AND CHEMICALS, INC.",2,ESGCombinedScore,B+,0.734505203
4295896230,2018,,GB0031030819,3103081,APH,,,ALLIANCE PHARMA LIMITED,2,ESGCombinedScore,D+,0.209123985
4295896230,2019,,GB0031030819,3103081,APH,,,ALLIANCE PHARMA LIMITED,2,ESGCombinedScore,D+,0.233869249
4295896230,2020,,GB0031030819,3103081,APH,,,ALLIANCE PHARMA LIMITED,2,ESGCombinedScore,C+,0.471744892
4295896230,2021,,GB0031030819,3103081,APH,,,ALLIANCE PHARMA LIMITED,2,ESGCombinedScore,C,0.37786871
4295896230,2022,,GB0031030819,3103081,APH,,,ALLIANCE PHARMA LIMITED,2,ESGCombinedScore,C+,0.475657073
4295896230,2023,,GB0031030819,3103081,APH,,,ALLIANCE PHARMA LIMITED,2,ESGCombinedScore,C+,0.468675412
4295896230,2024,,GB0031030819,3103081,APH,,,ALLIANCE PHARMA LIMITED,2,ESGCombinedScore,C,0.410982902
4295903359,2010,32095101,US0320951017,2145084,APH,3678,,AMPHENOL CORPORATION,2,ESGCombinedScore,C-,0.277034854
4295903359,2011,32095101,US0320951017,2145084,APH,3678,,AMPHENOL CORPORATION,2,ESGCombinedScore,C-,0.258944389
4295903359,2012,32095101,US0320951017,2145084,APH,3678,,AMPHENOL CORPORATION,2,ESGCombinedScore,D+,0.231409622
4295903359,2013,32095101,US0320951017,2145084,APH,3678,,AMPHENOL CORPORATION,2,ESGCombinedScore,D+,0.222528752
4295903359,2014,32095101,US0320951017,2145084,APH,3678,,AMPHENOL CORPORATION,2,ESGCombinedScore,C-,0.298916856
4295903359,2015,32095101,US0320951017,2145084,APH,3678,,AMPHENOL CORPORATION,2,ESGCombinedScore,D+,0.22975949
4295903359,2016,32095101,US0320951017,2145084,APH,3678,,AMPHENOL CORPORATION,2,ESGCombinedScore,B-,0.571251203
4295903359,2017,32095101,US0320951017,2145084,APH,3678,,AMPHENOL CORPORATION,2,ESGCombinedScore,B-,0.562164457
4295903359,2018,32095101,US0320951017,2145084,APH,3678,,AMPHENOL CORPORATION,2,ESGCombinedScore,B,0.621273964
4295903359,2019,32095101,US0320951017,2145084,APH,3678,,AMPHENOL CORPORATION,2,ESGCombinedScore,B,0.610648982
4295903359,2020,32095101,US0320951017,2145084,APH,3678,,AMPHENOL CORPORATION,2,ESGCombinedScore,B+,0.696111901
4295903359,2021,32095101,US0320951017,2145084,APH,3678,,AMPHENOL CORPORATION,2,ESGCombinedScore,B+,0.712045729
4295903359,2022,32095101,US0320951017,2145084,APH,3678,,AMPHENOL CORPORATION,2,ESGCombinedScore,B+,0.730751411
4295903359,2023,32095101,US0320951017,2145084,APH,3678,,AMPHENOL CORPORATION,2,ESGCombinedScore,A-,0.756498798
4295903359,2024,32095101,US0320951017,2145084,APH,3678,,AMPHENOL CORPORATION,2,ESGCombinedScore,A-,0.779022774
5037459969,2014,,AU000000APO2,BSM5T12,APO,,,APN OUTDOOR GROUP PTY LTD,2,ESGCombinedScore,D+,0.199220654
5037459969,2015,,AU000000APO2,BSM5T12,APO,,,APN OUTDOOR GROUP PTY LTD,2,ESGCombinedScore,C,0.35621509
5037459969,2016,,AU000000APO2,BSM5T12,APO,,,APN OUTDOOR GROUP PTY LTD,2,ESGCombinedScore,C+,0.497004661
5037459969,2017,,AU000000APO2,BSM5T12,APO,,,APN OUTDOOR GROUP PTY LTD,2,ESGCombinedScore,B-,0.521984241
4295897984,2020,,GB0006710643,671064,APP,,,APPRECIATE LIMITED,2,ESGCombinedScore,D+,0.221497082
4295897984,2021,,GB0006710643,671064,APP,,,APPRECIATE LIMITED,2,ESGCombinedScore,C-,0.289900594
4295860433,2010,00762V109,CA00762V1094,2699547,ARE,,,GROUPE AECON INC.,2,ESGCombinedScore,C-,0.259339187
4295860433,2011,00762V109,CA00762V1094,2699547,ARE,,,GROUPE AECON INC.,2,ESGCombinedScore,C-,0.252805698
4295860433,2012,00762V109,CA00762V1094,2699547,ARE,,,GROUPE AECON INC.,2,ESGCombinedScore,C,0.369423123
4295860433,2013,00762V109,CA00762V1094,2699547,ARE,,,GROUPE AECON INC.,2,ESGCombinedScore,C,0.347219939
4295860433,2014,00762V109,CA00762V1094,2699547,ARE,,,GROUPE AECON INC.,2,ESGCombinedScore,C-,0.328272684
4295860433,2015,00762V109,CA00762V1094,2699547,ARE,,,GROUPE AECON INC.,2,ESGCombinedScore,C,0.335385789
4295860433,2016,00762V109,CA00762V1094,2699547,ARE,,,GROUPE AECON INC.,2,ESGCombinedScore,C-,0.322135979
4295860433,2017,00762V109,CA00762V1094,2699547,ARE,,,GROUPE AECON INC.,2,ESGCombinedScore,C,0.368047474
4295860433,2018,00762V109,CA00762V1094,2699547,ARE,,,GROUPE AECON INC.,2,ESGCombinedScore,C-,0.330988718
4295860433,2019,00762V109,CA00762V1094,2699547,ARE,,,GROUPE AECON INC.,2,ESGCombinedScore,B,0.619530778
4295860433,2020,00762V109,CA00762V1094,2699547,ARE,,,GROUPE AECON INC.,2,ESGCombinedScore,B,0.607582794
4295860433,2021,00762V109,CA00762V1094,2699547,ARE,,,GROUPE AECON INC.,2,ESGCombinedScore,B-,0.571303063
4295860433,2022,00762V109,CA00762V1094,2699547,ARE,,,GROUPE AECON INC.,2,ESGCombinedScore,B,0.605333348
4295860433,2023,00762V109,CA00762V1094,2699547,ARE,,,GROUPE AECON INC.,2,ESGCombinedScore,C+,0.460030714
4295860433,2024,00762V109,CA00762V1094,2699547,ARE,,,GROUPE AECON INC.,2,ESGCombinedScore,C+,0.499929981
4295903337,2010,15271109,US0152711091,2009210,ARE,6798,,"ALEXANDRIA REAL ESTATE EQUITIES, INC.",2,ESGCombinedScore,D+,0.208406771
4295903337,2011,15271109,US0152711091,2009210,ARE,6798,,"ALEXANDRIA REAL ESTATE EQUITIES, INC.",2,ESGCombinedScore,D+,0.247908929
4295903337,2012,15271109,US0152711091,2009210,ARE,6798,,"ALEXANDRIA REAL ESTATE EQUITIES, INC.",2,ESGCombinedScore,C-,0.268007868
4295903337,2013,15271109,US0152711091,2009210,ARE,6798,,"ALEXANDRIA REAL ESTATE EQUITIES, INC.",2,ESGCombinedScore,C-,0.273091104
4295903337,2014,15271109,US0152711091,2009210,ARE,6798,,"ALEXANDRIA REAL ESTATE EQUITIES, INC.",2,ESGCombinedScore,C-,0.29076739
